version account-id interface-id srcaddr dstaddr srcport dstport protocol packets bytes start end action log-status
2 142857000002 eni-app707 10.1.10.143 10.3.1.10 46749 3306 6 289 302294 1738663382 1738663623 ACCEPT OK
2 142857000002 eni-app583 10.1.3.162 10.3.1.10 40341 3306 6 181 139551 1739090707 1739090948 ACCEPT OK
2 142857000002 eni-app585 10.1.10.194 10.3.1.10 46018 3306 6 313 153057 1738552739 1738552928 ACCEPT OK
2 142857000002 eni-app892 10.1.2.64 10.3.1.10 37402 3306 6 444 748140 1739497148 1739497196 ACCEPT OK
2 142857000002 eni-app893 10.1.6.21 10.3.1.10 59197 3306 6 128 117760 1738908681 1738908824 ACCEPT OK
2 142857000002 eni-app902 10.1.2.129 10.3.1.10 56357 3306 6 201 127836 1738752147 1738752401 ACCEPT OK
2 142857000002 eni-app255 10.1.9.71 10.3.1.10 60337 3306 6 222 440448 1738904941 1738905001 ACCEPT OK
2 142857000002 eni-app863 10.1.5.149 10.3.1.10 60900 3306 6 272 75888 1739218671 1739218930 ACCEPT OK
2 142857000002 eni-app357 10.1.10.150 10.3.1.10 52400 3306 6 162 270378 1738774336 1738774623 ACCEPT OK
2 142857000002 eni-app919 10.1.9.87 10.3.1.10 47700 3306 6 140 119140 1738777431 1738777656 ACCEPT OK
2 142857000002 eni-app438 10.1.7.45 10.3.1.10 54656 3306 6 326 96822 1738992773 1738992830 ACCEPT OK
2 142857000002 eni-app502 10.1.8.80 10.3.1.10 56367 3306 6 410 123820 1739302314 1739302573 ACCEPT OK
2 142857000002 eni-app263 10.1.6.30 10.3.1.10 46267 3306 6 236 239068 1739071727 1739071850 ACCEPT OK
2 142857000002 eni-app884 10.1.10.18 10.3.1.10 54037 3306 6 326 287532 1738388411 1738388495 ACCEPT OK
2 142857000002 eni-app848 10.1.8.171 10.3.1.10 34573 3306 6 408 339864 1738457139 1738457221 ACCEPT OK
2 142857000002 eni-app897 10.1.2.31 10.3.1.10 58189 3306 6 101 115847 1738857833 1738857911 ACCEPT OK
2 142857000002 eni-app821 10.1.3.94 10.3.1.10 61943 3306 6 462 371448 1738408048 1738408277 ACCEPT OK
2 142857000002 eni-app515 10.1.3.53 10.3.1.10 57078 3306 6 374 92752 1738481211 1738481360 ACCEPT OK
2 142857000002 eni-app281 10.1.5.188 10.3.1.10 32810 3306 6 92 146924 1739028869 1739028941 ACCEPT OK
2 142857000002 eni-app912 10.1.3.122 10.3.1.10 56186 3306 6 210 379470 1738651604 1738651664 ACCEPT OK
2 142857000002 eni-app816 10.1.3.116 10.3.1.10 36095 3306 6 438 815994 1738390178 1738390248 ACCEPT OK
2 142857000002 eni-app836 10.1.2.96 10.3.1.10 44767 3306 6 159 312753 1739038055 1739038262 ACCEPT OK
2 142857000002 eni-app132 10.1.8.172 10.3.1.10 61476 3306 6 366 327570 1738912482 1738912656 ACCEPT OK
2 142857000002 eni-app821 10.1.8.35 10.3.1.10 45302 3306 6 441 488187 1738459909 1738460005 ACCEPT OK
2 142857000002 eni-app825 10.1.10.150 10.3.1.10 56764 3306 6 75 69300 1739340440 1739340484 ACCEPT OK
2 142857000002 eni-app394 10.1.2.22 10.3.1.10 46938 3306 6 54 54216 1738851602 1738851787 ACCEPT OK
2 142857000002 eni-app103 10.1.4.186 10.3.1.10 50949 3306 6 346 152932 1738393595 1738393803 ACCEPT OK
2 142857000002 eni-app618 10.1.1.64 10.3.1.10 51394 3306 6 269 78817 1738632359 1738632421 ACCEPT OK
2 142857000002 eni-app196 10.1.9.86 10.3.1.10 47276 3306 6 370 538720 1738519013 1738519215 ACCEPT OK
2 142857000002 eni-app868 10.1.9.101 10.3.1.10 48734 3306 6 227 398612 1738733454 1738733675 ACCEPT OK
2 142857000002 eni-app497 10.1.6.47 10.3.1.10 37398 3306 6 73 68620 1739557257 1739557304 ACCEPT OK
2 142857000002 eni-app113 10.1.7.134 10.3.1.10 34027 3306 6 341 471262 1738492413 1738492646 ACCEPT OK
2 142857000002 eni-app659 10.1.7.150 10.3.1.10 58121 3306 6 80 28000 1739565878 1739566132 ACCEPT OK
2 142857000002 eni-app347 10.1.5.21 10.3.1.10 64158 3306 6 448 727552 1739369391 1739369677 ACCEPT OK
2 142857000002 eni-app298 10.1.3.193 10.3.1.10 51706 3306 6 161 250516 1738928056 1738928243 ACCEPT OK
2 142857000002 eni-app602 10.1.4.15 10.3.1.10 62814 3306 6 51 51204 1739154366 1739154589 ACCEPT OK
2 142857000002 eni-app264 10.1.6.93 10.3.1.10 55570 3306 6 54 34884 1738697620 1738697655 ACCEPT OK
2 142857000002 eni-app361 10.1.8.64 10.3.1.10 41288 3306 6 244 205204 1738520837 1738521067 ACCEPT OK
2 142857000002 eni-app360 10.1.5.37 10.3.1.10 44811 3306 6 285 370500 1738753131 1738753192 ACCEPT OK
2 142857000002 eni-app324 10.1.10.189 10.3.1.10 47272 3306 6 448 226688 1738759685 1738759872 ACCEPT OK
2 142857000002 eni-app906 10.1.2.27 10.3.1.10 34861 3306 6 57 97413 1739062220 1739062270 ACCEPT OK
2 142857000002 eni-app752 10.1.1.101 10.3.1.10 59900 3306 6 175 36925 1739252484 1739252775 ACCEPT OK
2 142857000002 eni-app190 10.1.4.13 10.3.1.10 57935 3306 6 127 55626 1738899160 1738899391 ACCEPT OK
2 142857000002 eni-app388 10.1.4.44 10.3.1.10 54690 3306 6 365 77745 1739299286 1739299549 ACCEPT OK
2 142857000002 eni-app561 10.1.10.152 10.3.1.10 53954 3306 6 454 595648 1739068622 1739068747 ACCEPT OK
2 142857000002 eni-app889 10.1.3.161 10.3.1.10 60522 3306 6 427 604205 1738551976 1738552165 ACCEPT OK
2 142857000002 eni-app346 10.1.7.21 10.3.1.10 60232 3306 6 168 323568 1738719245 1738719366 ACCEPT OK
2 142857000002 eni-app633 10.1.3.127 10.3.1.10 44992 3306 6 239 220836 1738385765 1738385834 ACCEPT OK
2 142857000002 eni-app710 10.1.8.128 10.3.1.10 41030 3306 6 62 100626 1738904523 1738904553 ACCEPT OK
2 142857000002 eni-app962 10.1.2.33 10.3.1.10 43391 3306 6 460 416300 1739301059 1739301204 ACCEPT OK
2 142857000002 eni-app817 10.1.1.56 10.3.1.10 43794 3306 6 146 158118 1739522966 1739523046 ACCEPT OK
2 142857000002 eni-app227 10.1.2.100 10.3.1.10 64804 3306 6 318 575262 1738726438 1738726470 ACCEPT OK
2 142857000002 eni-app891 10.1.10.34 10.3.1.10 40112 3306 6 272 113424 1739135645 1739135932 ACCEPT OK
2 142857000002 eni-app663 10.1.4.147 10.3.1.10 38112 3306 6 240 211200 1739283470 1739283660 ACCEPT OK
2 142857000002 eni-app820 10.1.8.186 10.3.1.10 38941 3306 6 290 157180 1739561227 1739561452 ACCEPT OK
2 142857000002 eni-app868 10.1.9.21 10.3.1.10 55028 3306 6 412 124836 1739534043 1739534194 ACCEPT OK
2 142857000002 eni-app321 10.1.9.189 10.3.1.10 37169 3306 6 359 702563 1739372011 1739372233 ACCEPT OK
2 142857000002 eni-app922 10.1.9.158 10.3.1.10 50863 3306 6 295 163135 1738692163 1738692362 ACCEPT OK
2 142857000002 eni-app241 10.1.1.178 10.3.1.10 43786 3306 6 99 123948 1739020196 1739020470 ACCEPT OK
2 142857000002 eni-app318 10.1.1.23 10.3.1.10 52071 3306 6 140 185920 1738708815 1738708910 ACCEPT OK
2 142857000002 eni-app358 10.1.3.179 10.3.1.10 38579 3306 6 129 41409 1738847489 1738847661 ACCEPT OK
2 142857000002 eni-app848 10.1.8.81 10.3.1.10 41397 3306 6 385 243320 1738952569 1738952867 ACCEPT OK
2 142857000002 eni-app716 10.1.2.117 10.3.1.10 45631 3306 6 234 323388 1738598070 1738598105 ACCEPT OK
2 142857000002 eni-app312 10.1.1.42 10.3.1.10 36091 3306 6 68 101864 1738633358 1738633529 ACCEPT OK
2 142857000002 eni-app549 10.1.4.43 10.3.1.10 65406 3306 6 116 193488 1738681037 1738681250 ACCEPT OK
2 142857000002 eni-app298 10.1.2.72 10.3.1.10 35483 3306 6 240 400800 1738634741 1738634837 ACCEPT OK
2 142857000002 eni-app516 10.1.2.116 10.3.1.10 49379 3306 6 221 65416 1739423576 1739423808 ACCEPT OK
2 142857000002 eni-app452 10.1.1.184 10.3.1.10 47894 3306 6 472 149624 1738781225 1738781480 ACCEPT OK
2 142857000002 eni-app198 10.1.8.101 10.3.1.10 47464 3306 6 253 353441 1739326226 1739326323 ACCEPT OK
2 142857000002 eni-app191 10.1.1.176 10.3.1.10 60012 3306 6 132 188100 1738516976 1738517043 ACCEPT OK
2 142857000002 eni-app141 10.1.5.106 10.3.1.10 43196 3306 6 492 710940 1739352982 1739353123 ACCEPT OK
2 142857000002 eni-app859 10.1.1.77 10.3.1.10 50849 3306 6 176 338624 1738618256 1738618320 ACCEPT OK
2 142857000002 eni-app183 10.1.7.51 10.3.1.10 46073 3306 6 127 172974 1739179806 1739179896 ACCEPT OK
2 142857000002 eni-app475 10.1.8.13 10.3.1.10 59366 3306 6 306 96084 1739248383 1739248601 ACCEPT OK
2 142857000002 eni-app141 10.1.7.127 10.3.1.10 57879 3306 6 435 868260 1739243946 1739244095 ACCEPT OK
2 142857000002 eni-app923 10.1.3.31 10.3.1.10 58570 3306 6 342 426816 1739194280 1739194495 ACCEPT OK
2 142857000002 eni-app897 10.1.1.87 10.3.1.10 49462 3306 6 347 273089 1739126478 1739126661 ACCEPT OK
2 142857000002 eni-app801 10.1.8.120 10.3.1.10 52833 3306 6 250 150500 1738443870 1738443996 ACCEPT OK
2 142857000002 eni-app409 10.1.10.116 10.3.1.10 57470 3306 6 226 49042 1738839271 1738839386 ACCEPT OK
2 142857000002 eni-app494 10.1.4.43 10.3.1.10 41595 3306 6 483 263235 1739319300 1739319552 ACCEPT OK
2 142857000002 eni-app321 10.1.2.85 10.3.1.10 59699 3306 6 125 90375 1738614354 1738614454 ACCEPT OK
2 142857000002 eni-app789 10.1.9.188 10.3.1.10 42683 3306 6 214 159430 1739088419 1739088500 ACCEPT OK
2 142857000002 eni-app852 10.1.9.172 10.3.1.10 65076 3306 6 70 90510 1739447377 1739447457 ACCEPT OK
2 142857000002 eni-app418 10.1.3.173 10.3.1.10 38314 3306 6 172 289476 1739222723 1739222947 ACCEPT OK
2 142857000002 eni-app924 10.1.4.61 10.3.1.10 48458 3306 6 336 300048 1738920955 1738921053 ACCEPT OK
2 142857000002 eni-app158 10.1.8.57 10.3.1.10 56667 3306 6 237 370905 1738958837 1738958987 ACCEPT OK
2 142857000002 eni-app135 10.1.4.76 10.3.1.10 48554 3306 6 153 285957 1738839676 1738839745 ACCEPT OK
2 142857000002 eni-app515 10.1.6.181 10.3.1.10 34602 3306 6 320 391040 1738533015 1738533236 ACCEPT OK
2 142857000002 eni-app499 10.1.6.129 10.3.1.10 50368 3306 6 448 757120 1738928099 1738928384 ACCEPT OK
2 142857000002 eni-app837 10.1.8.112 10.3.1.10 50348 3306 6 350 580300 1739061790 1739061991 ACCEPT OK
2 142857000002 eni-app677 10.1.6.71 10.3.1.10 63713 3306 6 273 261807 1738786105 1738786273 ACCEPT OK
2 142857000002 eni-app614 10.1.7.196 10.3.1.10 57822 3306 6 354 634014 1739192238 1739192300 ACCEPT OK
2 142857000002 eni-app281 10.1.4.81 10.3.1.10 55263 3306 6 114 41154 1739271679 1739271855 ACCEPT OK
2 142857000002 eni-app686 10.1.1.147 10.3.1.10 54528 3306 6 407 87912 1739143818 1739144004 ACCEPT OK
2 142857000002 eni-app508 10.1.2.97 10.3.1.10 42113 3306 6 144 253008 1739433448 1739433643 ACCEPT OK
2 142857000002 eni-app964 10.1.10.107 10.3.1.10 62041 3306 6 253 206954 1739146495 1739146618 ACCEPT OK
2 142857000002 eni-app382 10.1.4.13 10.3.1.10 41727 3306 6 282 558642 1738604646 1738604798 ACCEPT OK
2 142857000002 eni-app494 10.1.10.40 10.3.1.10 40798 3306 6 186 106206 1739139631 1739139807 ACCEPT OK
2 142857000002 eni-app300 10.1.5.176 10.3.1.10 49008 3306 6 328 457560 1738478392 1738478502 ACCEPT OK
2 142857000002 eni-app416 10.1.2.87 10.3.1.10 46759 3306 6 447 379056 1739239274 1739239332 ACCEPT OK
2 142857000002 eni-app888 10.1.10.115 10.3.1.10 62776 3306 6 162 250614 1739317601 1739317746 ACCEPT OK
2 142857000002 eni-app802 10.1.1.17 10.3.1.10 40762 3306 6 323 491606 1738586627 1738586910 ACCEPT OK
2 142857000002 eni-app181 10.1.6.52 10.3.1.10 56908 3306 6 122 54412 1739481231 1739481489 ACCEPT OK
2 142857000002 eni-app314 10.1.9.81 10.3.1.10 56541 3306 6 212 110240 1738561730 1738561903 ACCEPT OK
2 142857000002 eni-app365 10.1.7.139 10.3.1.10 50269 3306 6 458 523494 1738737556 1738737841 ACCEPT OK
2 142857000002 eni-app267 10.1.2.137 10.3.1.10 34427 3306 6 149 225884 1738469941 1738470241 ACCEPT OK
2 142857000002 eni-app327 10.1.6.199 10.3.1.10 61912 3306 6 470 235940 1739229766 1739230032 ACCEPT OK
2 142857000002 eni-app798 10.1.3.157 10.3.1.10 53996 3306 6 270 275130 1739317939 1739318177 ACCEPT OK
2 142857000002 eni-app385 10.1.4.129 10.3.1.10 36827 3306 6 51 21828 1738762894 1738762947 ACCEPT OK
2 142857000002 eni-app125 10.1.3.122 10.3.1.10 56851 3306 6 324 106272 1739116913 1739117109 ACCEPT OK
2 142857000002 eni-app595 10.1.1.19 10.3.1.10 44445 3306 6 62 31682 1739456723 1739456818 ACCEPT OK
2 142857000002 eni-app778 10.1.5.57 10.3.1.10 45538 3306 6 213 244524 1738505809 1738505900 ACCEPT OK
2 142857000002 eni-app687 10.1.1.164 10.3.1.10 40856 3306 6 204 135456 1739260175 1739260316 ACCEPT OK
2 142857000002 eni-app606 10.1.9.170 10.3.1.10 43547 3306 6 405 152685 1739202658 1739202705 ACCEPT OK
2 142857000002 eni-app454 10.1.2.60 10.3.1.10 55775 3306 6 243 358182 1738784199 1738784307 ACCEPT OK
2 142857000002 eni-app715 10.1.7.55 10.3.1.10 44989 3306 6 419 106426 1739454529 1739454807 ACCEPT OK
2 142857000002 eni-app730 10.1.6.42 10.3.1.10 55852 3306 6 418 402952 1738884174 1738884313 ACCEPT OK
2 142857000002 eni-app809 10.1.3.53 10.3.1.10 61780 3306 6 127 191770 1738860057 1738860203 ACCEPT OK
2 142857000002 eni-app101 10.1.9.164 10.3.1.10 51598 3306 6 361 200716 1738766677 1738766893 ACCEPT OK
2 142857000002 eni-app332 10.1.4.100 10.3.1.10 60504 3306 6 165 76560 1739361381 1739361629 ACCEPT OK
2 142857000002 eni-app506 10.1.9.99 10.3.1.10 38773 3306 6 67 77787 1738550677 1738550732 ACCEPT OK
2 142857000002 eni-app498 10.1.8.21 10.3.1.10 65394 3306 6 311 181313 1739524006 1739524097 ACCEPT OK
2 142857000002 eni-app201 10.1.3.61 10.3.1.10 33695 3306 6 245 68355 1739428459 1739428740 ACCEPT OK
2 142857000002 eni-app760 10.1.3.111 10.3.1.10 47334 3306 6 101 93425 1738629475 1738629598 ACCEPT OK
2 142857000002 eni-app745 10.1.8.180 10.3.1.10 61259 3306 6 456 877344 1738555989 1738556153 ACCEPT OK
2 142857000002 eni-app432 10.1.5.113 10.3.1.10 61775 3306 6 294 179340 1739488156 1739488320 ACCEPT OK
2 142857000002 eni-app256 10.1.3.63 10.3.1.10 42050 3306 6 160 258240 1738642777 1738642889 ACCEPT OK
2 142857000002 eni-app722 10.1.1.172 10.3.1.10 51906 3306 6 104 181376 1739434104 1739434263 ACCEPT OK
2 142857000002 eni-app858 10.1.6.153 10.3.1.10 42879 3306 6 393 769101 1738690895 1738691019 ACCEPT OK
2 142857000002 eni-app287 10.1.6.113 10.3.1.10 54888 3306 6 79 76788 1738742631 1738742769 ACCEPT OK
2 142857000002 eni-app750 10.1.1.109 10.3.1.10 64145 3306 6 174 331644 1739147282 1739147437 ACCEPT OK
2 142857000002 eni-app506 10.1.2.146 10.3.1.10 64997 3306 6 78 58968 1738507815 1738507986 ACCEPT OK
2 142857000002 eni-app422 10.1.4.11 10.3.1.10 47783 3306 6 298 467860 1738587239 1738587425 ACCEPT OK
2 142857000002 eni-app775 10.1.9.92 10.3.1.10 37469 3306 6 126 28602 1738623904 1738624046 ACCEPT OK
2 142857000002 eni-app620 10.1.3.112 10.3.1.10 51565 3306 6 388 122996 1739176172 1739176406 ACCEPT OK
2 142857000002 eni-app474 10.1.10.194 10.3.1.10 58072 3306 6 292 451140 1738848748 1738848810 ACCEPT OK
2 142857000002 eni-app426 10.1.5.131 10.3.1.10 49245 3306 6 73 68620 1739026151 1739026218 ACCEPT OK
2 142857000002 eni-app837 10.1.2.104 10.3.1.10 50309 3306 6 94 101144 1738733491 1738733557 ACCEPT OK
2 142857000002 eni-app538 10.1.10.182 10.3.1.10 50568 3306 6 225 196875 1738530514 1738530552 ACCEPT OK
2 142857000002 eni-app706 10.1.2.157 10.3.1.10 46630 3306 6 419 406011 1739562486 1739562680 ACCEPT OK
2 142857000002 eni-app289 10.1.9.137 10.3.1.10 36713 3306 6 233 430584 1739313520 1739313794 ACCEPT OK
2 142857000002 eni-app545 10.1.3.14 10.3.1.10 43142 3306 6 179 97555 1738369107 1738369144 ACCEPT OK
2 142857000002 eni-app239 10.1.10.176 10.3.1.10 38653 3306 6 304 120384 1738517150 1738517256 ACCEPT OK
2 142857000002 eni-app869 10.1.2.61 10.3.1.10 60948 3306 6 342 238716 1739012834 1739013070 ACCEPT OK
2 142857000002 eni-app515 10.1.9.155 10.3.1.10 35149 3306 6 381 430149 1739338472 1739338769 ACCEPT OK
2 142857000002 eni-app602 10.1.4.28 10.3.1.10 64479 3306 6 134 143782 1739363238 1739363386 ACCEPT OK
2 142857000002 eni-app767 10.1.10.57 10.3.1.10 58287 3306 6 117 128232 1738535568 1738535612 ACCEPT OK
2 142857000002 eni-app647 10.1.6.188 10.3.1.10 63907 3306 6 345 443670 1739333491 1739333736 ACCEPT OK
2 142857000002 eni-app801 10.1.4.173 10.3.1.10 53003 3306 6 156 232752 1739107071 1739107204 ACCEPT OK
2 142857000002 eni-app491 10.1.10.33 10.3.1.10 54317 3306 6 372 660672 1738609776 1738609964 ACCEPT OK
2 142857000002 eni-app904 10.1.1.141 10.3.1.10 54714 3306 6 394 663496 1738763053 1738763176 ACCEPT OK
2 142857000002 eni-app223 10.1.2.47 10.3.1.10 37306 3306 6 73 38252 1738857003 1738857213 ACCEPT OK
2 142857000002 eni-app378 10.1.6.134 10.3.1.10 51300 3306 6 463 450962 1738417322 1738417585 ACCEPT OK
2 142857000002 eni-app101 10.1.8.11 10.3.1.10 41961 3306 6 414 125028 1738963784 1738964029 ACCEPT OK
2 142857000002 eni-app657 10.1.8.111 10.3.1.10 61293 3306 6 206 171598 1739545052 1739545336 ACCEPT OK
2 142857000002 eni-app560 10.1.5.156 10.3.1.10 53052 3306 6 279 394506 1739208776 1739208851 ACCEPT OK
2 142857000002 eni-app807 10.1.4.108 10.3.1.10 34981 3306 6 227 243571 1739248362 1739248523 ACCEPT OK
2 142857000002 eni-app461 10.1.1.15 10.3.1.10 53394 3306 6 258 180600 1739061372 1739061514 ACCEPT OK
2 142857000002 eni-app495 10.1.4.19 10.3.1.10 50619 3306 6 351 601263 1739354206 1739354454 ACCEPT OK
2 142857000002 eni-app750 10.1.8.122 10.3.1.10 56236 3306 6 90 38250 1738759059 1738759159 ACCEPT OK
2 142857000002 eni-app150 10.1.7.67 10.3.1.10 57079 3306 6 214 132894 1739561929 1739562197 ACCEPT OK
2 142857000002 eni-app265 10.1.3.104 10.3.1.10 43325 3306 6 229 97325 1738384687 1738384953 ACCEPT OK
2 142857000002 eni-app180 10.1.4.119 10.3.1.10 53347 3306 6 203 138040 1739235225 1739235403 ACCEPT OK
2 142857000002 eni-app881 10.1.10.153 10.3.1.10 54748 3306 6 480 656160 1739467998 1739468229 ACCEPT OK
2 142857000002 eni-app353 10.1.5.115 10.3.1.10 52332 3306 6 386 420740 1739099236 1739099435 ACCEPT OK
2 142857000002 eni-app826 10.1.5.200 10.3.1.10 49636 3306 6 163 135127 1738916877 1738916944 ACCEPT OK
2 142857000002 eni-app717 10.1.10.41 10.3.1.10 48797 3306 6 252 344232 1739008370 1739008524 ACCEPT OK
2 142857000002 eni-app331 10.1.5.158 10.3.1.10 50439 3306 6 280 219240 1738910069 1738910308 ACCEPT OK
2 142857000002 eni-app956 10.1.1.144 10.3.1.10 43996 3306 6 438 693792 1738921216 1738921320 ACCEPT OK
2 142857000002 eni-app530 10.1.1.161 10.3.1.10 41176 3306 6 218 267050 1738838870 1738839144 ACCEPT OK
2 142857000002 eni-app757 10.1.10.181 10.3.1.10 50437 3306 6 468 604188 1738826282 1738826363 ACCEPT OK
2 142857000002 eni-app684 10.1.3.36 10.3.1.10 61967 3306 6 54 94824 1738890562 1738890658 ACCEPT OK
2 142857000002 eni-app879 10.1.3.39 10.3.1.10 35609 3306 6 490 578200 1738496353 1738496628 ACCEPT OK
